grna_id	grna_target
chr2:62786223-62786523_9	chr2:62786223-62786523
chr2:62786223-62786523_10	chr2:62786223-62786523
chr2:85259047-85259347_1	chr2:85259047-85259347
chr2:85259047-85259347_2	chr2:85259047-85259347
chr2:85259047-85259347_3	chr2:85259047-85259347
chr2:85259047-85259347_4	chr2:85259047-85259347
chr2:85259047-85259347_5	chr2:85259047-85259347
chr2:85259047-85259347_6	chr2:85259047-85259347
chr2:85259047-85259347_7	chr2:85259047-85259347
chr2:85259047-85259347_8	chr2:85259047-85259347
chr2:85259047-85259347_9	chr2:85259047-85259347
chr2:85259047-85259347_10	chr2:85259047-85259347
chr2:187462033-187462333_1	chr2:187462033-187462333
chr2:187462033-187462333_2	chr2:187462033-187462333
chr2:187462033-187462333_3	chr2:187462033-187462333
chr2:187462033-187462333_4	chr2:187462033-187462333
chr2:187462033-187462333_5	chr2:187462033-187462333
chr2:187462033-187462333_6	chr2:187462033-187462333
chr2:187462033-187462333_7	chr2:187462033-187462333
chr2:187462033-187462333_8	chr2:187462033-187462333
chr2:187462033-187462333_9	chr2:187462033-187462333
chr2:187462033-187462333_10	chr2:187462033-187462333
chr2:202494319-202494619_1	chr2:202494319-202494619
chr2:202494319-202494619_2	chr2:202494319-202494619
chr2:202494319-202494619_3	chr2:202494319-202494619
chr2:202494319-202494619_4	chr2:202494319-202494619
chr2:202494319-202494619_5	chr2:202494319-202494619
chr2:202494319-202494619_6	chr2:202494319-202494619
chr2:202494319-202494619_7	chr2:202494319-202494619
chr2:202494319-202494619_8	chr2:202494319-202494619
chr2:202494319-202494619_9	chr2:202494319-202494619
chr2:202494319-202494619_10	chr2:202494319-202494619
chr2:202816083-202816383_1	chr2:202816083-202816383
chr2:202816083-202816383_2	chr2:202816083-202816383
chr2:202816083-202816383_3	chr2:202816083-202816383
chr2:202816083-202816383_4	chr2:202816083-202816383
chr2:202816083-202816383_5	chr2:202816083-202816383
chr2:202816083-202816383_6	chr2:202816083-202816383
chr2:202816083-202816383_7	chr2:202816083-202816383
chr2:203413841-203414141_1	chr2:203413841-203414141
chr2:203413841-203414141_2	chr2:203413841-203414141
chr2:203413841-203414141_3	chr2:203413841-203414141
chr2:203413841-203414141_4	chr2:203413841-203414141
chr2:203413841-203414141_5	chr2:203413841-203414141
chr2:203413841-203414141_6	chr2:203413841-203414141
chr2:203413841-203414141_7	chr2:203413841-203414141
chr2:203413841-203414141_8	chr2:203413841-203414141
chr2:203413841-203414141_9	chr2:203413841-203414141
chr2:203413841-203414141_10	chr2:203413841-203414141
chr2:229118339-229118639_1	chr2:229118339-229118639
chr2:229118339-229118639_2	chr2:229118339-229118639
chr2:229118339-229118639_3	chr2:229118339-229118639
chr2:229118339-229118639_4	chr2:229118339-229118639
chr2:229118339-229118639_5	chr2:229118339-229118639
chr2:229118339-229118639_6	chr2:229118339-229118639
chr2:229118339-229118639_7	chr2:229118339-229118639
chr2:229118339-229118639_8	chr2:229118339-229118639
chr2:229118339-229118639_9	chr2:229118339-229118639
chr2:237315250-237315550_1	chr2:237315250-237315550
chr2:237315250-237315550_2	chr2:237315250-237315550
chr2:237315250-237315550_3	chr2:237315250-237315550
chr2:237315250-237315550_4	chr2:237315250-237315550
chr2:237315250-237315550_5	chr2:237315250-237315550
chr2:237315250-237315550_6	chr2:237315250-237315550
chr2:237315250-237315550_7	chr2:237315250-237315550
chr2:237315250-237315550_8	chr2:237315250-237315550
chr2:237315250-237315550_9	chr2:237315250-237315550
chr2:237315250-237315550_10	chr2:237315250-237315550
chr3:49735549-49735849_1	chr3:49735549-49735849
chr3:49735549-49735849_2	chr3:49735549-49735849
chr3:49735549-49735849_3	chr3:49735549-49735849
chr3:49735549-49735849_4	chr3:49735549-49735849
chr3:49735549-49735849_5	chr3:49735549-49735849
chr3:49735549-49735849_6	chr3:49735549-49735849
chr3:49735549-49735849_7	chr3:49735549-49735849
chr3:49735549-49735849_8	chr3:49735549-49735849
chr3:49735549-49735849_9	chr3:49735549-49735849
chr3:49735549-49735849_10	chr3:49735549-49735849
chr3:49769556-49769856_1	chr3:49769556-49769856
chr3:49769556-49769856_2	chr3:49769556-49769856
chr3:49769556-49769856_3	chr3:49769556-49769856
chr3:49769556-49769856_4	chr3:49769556-49769856
chr3:49769556-49769856_5	chr3:49769556-49769856
chr3:49769556-49769856_6	chr3:49769556-49769856
chr3:49769556-49769856_7	chr3:49769556-49769856
chr3:49769556-49769856_8	chr3:49769556-49769856
chr3:49769556-49769856_9	chr3:49769556-49769856
chr3:49769556-49769856_10	chr3:49769556-49769856
chr4:3305700-3306000_1	chr4:3305700-3306000
chr4:3305700-3306000_2	chr4:3305700-3306000
chr4:3305700-3306000_3	chr4:3305700-3306000
chr4:3305700-3306000_4	chr4:3305700-3306000
chr4:3305700-3306000_5	chr4:3305700-3306000
chr4:3305700-3306000_6	chr4:3305700-3306000
chr4:3305700-3306000_7	chr4:3305700-3306000
chr4:3305700-3306000_8	chr4:3305700-3306000
chr4:3305700-3306000_9	chr4:3305700-3306000
chr4:3305700-3306000_10	chr4:3305700-3306000
chr4:56958200-56958500_1	chr4:56958200-56958500
chr4:56958200-56958500_2	chr4:56958200-56958500
chr4:56958200-56958500_3	chr4:56958200-56958500
chr4:56958200-56958500_4	chr4:56958200-56958500
chr4:56958200-56958500_5	chr4:56958200-56958500
chr4:56958200-56958500_6	chr4:56958200-56958500
chr4:56958200-56958500_7	chr4:56958200-56958500
chr4:56958200-56958500_8	chr4:56958200-56958500
chr4:56958200-56958500_9	chr4:56958200-56958500
chr4:56958200-56958500_10	chr4:56958200-56958500
chr4:147492352-147492652_1	chr4:147492352-147492652
chr4:147492352-147492652_2	chr4:147492352-147492652
chr4:147492352-147492652_3	chr4:147492352-147492652
chr4:147492352-147492652_4	chr4:147492352-147492652
chr4:147492352-147492652_5	chr4:147492352-147492652
chr4:147492352-147492652_6	chr4:147492352-147492652
chr4:147492352-147492652_7	chr4:147492352-147492652
chr4:147492352-147492652_8	chr4:147492352-147492652
chr4:147492352-147492652_9	chr4:147492352-147492652
chr5:9547708-9548008_1	chr5:9547708-9548008
chr5:9547708-9548008_2	chr5:9547708-9548008
chr5:9547708-9548008_3	chr5:9547708-9548008
chr5:9547708-9548008_4	chr5:9547708-9548008
chr5:9547708-9548008_5	chr5:9547708-9548008
chr5:9547708-9548008_6	chr5:9547708-9548008
chr5:9547708-9548008_7	chr5:9547708-9548008
chr5:9547708-9548008_8	chr5:9547708-9548008
chr5:9547708-9548008_9	chr5:9547708-9548008
chr5:9547708-9548008_10	chr5:9547708-9548008
chr5:17118682-17118982_1	chr5:17118682-17118982
chr5:17118682-17118982_2	chr5:17118682-17118982
chr5:17118682-17118982_3	chr5:17118682-17118982
chr5:17118682-17118982_4	chr5:17118682-17118982
chr5:17118682-17118982_5	chr5:17118682-17118982
chr5:17118682-17118982_6	chr5:17118682-17118982
chr5:17118682-17118982_7	chr5:17118682-17118982
chr5:17118682-17118982_8	chr5:17118682-17118982
chr5:17118682-17118982_9	chr5:17118682-17118982
chr5:17118682-17118982_10	chr5:17118682-17118982
chr5:75533765-75534065_1	chr5:75533765-75534065
chr5:75533765-75534065_2	chr5:75533765-75534065
chr5:75533765-75534065_3	chr5:75533765-75534065
chr5:75533765-75534065_4	chr5:75533765-75534065
chr5:75533765-75534065_5	chr5:75533765-75534065
chr5:96881723-96882023_1	chr5:96881723-96882023
chr5:96881723-96882023_2	chr5:96881723-96882023
chr5:96881723-96882023_3	chr5:96881723-96882023
chr5:96881723-96882023_4	chr5:96881723-96882023
chr5:96881723-96882023_5	chr5:96881723-96882023
chr5:96881723-96882023_6	chr5:96881723-96882023
chr5:96881723-96882023_7	chr5:96881723-96882023
chr5:96881723-96882023_8	chr5:96881723-96882023
chr5:96881723-96882023_9	chr5:96881723-96882023
chr5:96881723-96882023_10	chr5:96881723-96882023
chr6:26327738-26328038_1	chr6:26327738-26328038
chr6:26327738-26328038_2	chr6:26327738-26328038
chr6:26327738-26328038_3	chr6:26327738-26328038
chr6:26327738-26328038_4	chr6:26327738-26328038
chr6:26327738-26328038_5	chr6:26327738-26328038
chr6:26327738-26328038_6	chr6:26327738-26328038
chr6:26327738-26328038_7	chr6:26327738-26328038
chr6:26743309-26743609_1	chr6:26743309-26743609
chr6:26743309-26743609_2	chr6:26743309-26743609
chr6:26743309-26743609_3	chr6:26743309-26743609
chr6:26743309-26743609_4	chr6:26743309-26743609
chr6:26743309-26743609_5	chr6:26743309-26743609
chr6:26743309-26743609_6	chr6:26743309-26743609
chr6:26743309-26743609_7	chr6:26743309-26743609
chr6:26743309-26743609_8	chr6:26743309-26743609
chr6:26743309-26743609_9	chr6:26743309-26743609
chr6:26743309-26743609_10	chr6:26743309-26743609
chr6:28212426-28212726_1	chr6:28212426-28212726
chr6:28212426-28212726_2	chr6:28212426-28212726
chr6:28212426-28212726_3	chr6:28212426-28212726
chr6:28212426-28212726_4	chr6:28212426-28212726
chr6:28212426-28212726_5	chr6:28212426-28212726
chr6:28212426-28212726_6	chr6:28212426-28212726
chr6:28212426-28212726_7	chr6:28212426-28212726
chr6:28212426-28212726_8	chr6:28212426-28212726
chr6:28212426-28212726_9	chr6:28212426-28212726
chr6:28212426-28212726_10	chr6:28212426-28212726
chr6:28269522-28269822_1	chr6:28269522-28269822
chr6:28269522-28269822_2	chr6:28269522-28269822
chr6:28269522-28269822_3	chr6:28269522-28269822
chr6:28269522-28269822_4	chr6:28269522-28269822
chr6:28269522-28269822_5	chr6:28269522-28269822
chr6:28269522-28269822_6	chr6:28269522-28269822
chr6:28269522-28269822_7	chr6:28269522-28269822
chr6:28940945-28941245_1	chr6:28940945-28941245
chr6:28940945-28941245_2	chr6:28940945-28941245
chr6:28940945-28941245_3	chr6:28940945-28941245
chr6:28940945-28941245_4	chr6:28940945-28941245
chr6:28940945-28941245_5	chr6:28940945-28941245
chr6:28940945-28941245_6	chr6:28940945-28941245
chr6:28940945-28941245_7	chr6:28940945-28941245
chr6:28940945-28941245_8	chr6:28940945-28941245
chr6:28940945-28941245_9	chr6:28940945-28941245
chr6:28940945-28941245_10	chr6:28940945-28941245
chr6:28950938-28951238_1	chr6:28950938-28951238
chr6:28950938-28951238_2	chr6:28950938-28951238
chr6:28950938-28951238_3	chr6:28950938-28951238
chr6:28950938-28951238_4	chr6:28950938-28951238
chr6:28950938-28951238_5	chr6:28950938-28951238
chr6:28950938-28951238_6	chr6:28950938-28951238
chr6:28950938-28951238_7	chr6:28950938-28951238
chr6:28950938-28951238_8	chr6:28950938-28951238
chr6:28950938-28951238_9	chr6:28950938-28951238
chr6:30050726-30051026_1	chr6:30050726-30051026
chr6:30050726-30051026_2	chr6:30050726-30051026
chr6:30050726-30051026_3	chr6:30050726-30051026
chr6:30050726-30051026_4	chr6:30050726-30051026
chr6:30050726-30051026_5	chr6:30050726-30051026
chr6:30050726-30051026_6	chr6:30050726-30051026
chr6:30682115-30682415_1	chr6:30682115-30682415
chr6:30682115-30682415_2	chr6:30682115-30682415
chr6:30682115-30682415_3	chr6:30682115-30682415
chr6:30682115-30682415_4	chr6:30682115-30682415
chr6:30682115-30682415_5	chr6:30682115-30682415
chr6:30682115-30682415_6	chr6:30682115-30682415
chr6:30682115-30682415_7	chr6:30682115-30682415
chr6:30682115-30682415_8	chr6:30682115-30682415
chr6:30682115-30682415_9	chr6:30682115-30682415
chr6:30682115-30682415_10	chr6:30682115-30682415
chr6:30726024-30726324_1	chr6:30726024-30726324
chr6:30726024-30726324_2	chr6:30726024-30726324
chr6:30726024-30726324_3	chr6:30726024-30726324
chr6:30726024-30726324_4	chr6:30726024-30726324
chr6:30726024-30726324_5	chr6:30726024-30726324
chr6:30726024-30726324_6	chr6:30726024-30726324
chr6:30726024-30726324_7	chr6:30726024-30726324
chr6:30726024-30726324_8	chr6:30726024-30726324
chr6:30726024-30726324_9	chr6:30726024-30726324
chr6:30726024-30726324_10	chr6:30726024-30726324
chr6:31304717-31305017_1	chr6:31304717-31305017
chr6:31304717-31305017_2	chr6:31304717-31305017
chr6:31304717-31305017_3	chr6:31304717-31305017
chr6:31304717-31305017_4	chr6:31304717-31305017
chr6:31304717-31305017_5	chr6:31304717-31305017
chr6:31304717-31305017_6	chr6:31304717-31305017
chr6:31304717-31305017_7	chr6:31304717-31305017
chr6:31304717-31305017_8	chr6:31304717-31305017
chr6:31304717-31305017_9	chr6:31304717-31305017
chr6:31304717-31305017_10	chr6:31304717-31305017
chr6:31383204-31383504_1	chr6:31383204-31383504
chr6:31383204-31383504_2	chr6:31383204-31383504
chr6:31383204-31383504_3	chr6:31383204-31383504
chr6:31383204-31383504_4	chr6:31383204-31383504
chr6:31383204-31383504_5	chr6:31383204-31383504
chr6:31383204-31383504_6	chr6:31383204-31383504
chr6:31383204-31383504_7	chr6:31383204-31383504
chr6:31383204-31383504_8	chr6:31383204-31383504
chr6:31383204-31383504_9	chr6:31383204-31383504
chr6:31383204-31383504_10	chr6:31383204-31383504
chr6:31403389-31403689_1	chr6:31403389-31403689
chr6:31403389-31403689_2	chr6:31403389-31403689
chr6:31403389-31403689_3	chr6:31403389-31403689
chr6:31403389-31403689_4	chr6:31403389-31403689
chr6:31403389-31403689_5	chr6:31403389-31403689
chr6:31403389-31403689_6	chr6:31403389-31403689
chr6:31403389-31403689_7	chr6:31403389-31403689
chr6:31403389-31403689_8	chr6:31403389-31403689
chr6:31403389-31403689_9	chr6:31403389-31403689
chr6:31403389-31403689_10	chr6:31403389-31403689
chr6:33700493-33700793_1	chr6:33700493-33700793
chr6:33700493-33700793_2	chr6:33700493-33700793
chr6:33700493-33700793_3	chr6:33700493-33700793
chr6:33700493-33700793_4	chr6:33700493-33700793
chr6:33700493-33700793_5	chr6:33700493-33700793
chr6:33700493-33700793_6	chr6:33700493-33700793
chr6:33700493-33700793_7	chr6:33700493-33700793
chr6:33700493-33700793_8	chr6:33700493-33700793
chr6:33700493-33700793_9	chr6:33700493-33700793
chr6:33700493-33700793_10	chr6:33700493-33700793
chr6:33702411-33702711_1	chr6:33702411-33702711
chr6:33702411-33702711_2	chr6:33702411-33702711
chr6:33702411-33702711_3	chr6:33702411-33702711
chr6:33702411-33702711_4	chr6:33702411-33702711
chr6:33702411-33702711_5	chr6:33702411-33702711
chr6:33702411-33702711_6	chr6:33702411-33702711
chr6:33702411-33702711_7	chr6:33702411-33702711
chr6:33702411-33702711_8	chr6:33702411-33702711
chr6:33702411-33702711_9	chr6:33702411-33702711
chr6:33702411-33702711_10	chr6:33702411-33702711
chr6:33815904-33816204_1	chr6:33815904-33816204
chr6:33815904-33816204_2	chr6:33815904-33816204
chr6:33815904-33816204_3	chr6:33815904-33816204
chr6:33815904-33816204_4	chr6:33815904-33816204
chr6:33815904-33816204_5	chr6:33815904-33816204
chr6:33815904-33816204_6	chr6:33815904-33816204
chr6:33815904-33816204_7	chr6:33815904-33816204
chr6:33815904-33816204_8	chr6:33815904-33816204
chr6:33815904-33816204_9	chr6:33815904-33816204
chr6:33815904-33816204_10	chr6:33815904-33816204
chr6:34839940-34840240_1	chr6:34839940-34840240
chr6:34839940-34840240_2	chr6:34839940-34840240
chr6:34839940-34840240_3	chr6:34839940-34840240
chr6:34839940-34840240_4	chr6:34839940-34840240
chr6:34839940-34840240_5	chr6:34839940-34840240
chr6:34839940-34840240_6	chr6:34839940-34840240
chr6:34839940-34840240_7	chr6:34839940-34840240
chr6:34839940-34840240_8	chr6:34839940-34840240
chr6:34839940-34840240_9	chr6:34839940-34840240
chr6:34839940-34840240_10	chr6:34839940-34840240
chr6:35601584-35601884_1	chr6:35601584-35601884
chr6:35601584-35601884_2	chr6:35601584-35601884
chr6:35601584-35601884_3	chr6:35601584-35601884
chr6:35601584-35601884_4	chr6:35601584-35601884
chr6:35601584-35601884_5	chr6:35601584-35601884
chr6:35601584-35601884_6	chr6:35601584-35601884
chr6:35601584-35601884_7	chr6:35601584-35601884
chr6:35601584-35601884_8	chr6:35601584-35601884
chr6:35601584-35601884_9	chr6:35601584-35601884
chr6:35601584-35601884_10	chr6:35601584-35601884
chr6:133899581-133899881_1	chr6:133899581-133899881
chr6:133899581-133899881_2	chr6:133899581-133899881
chr6:133899581-133899881_3	chr6:133899581-133899881
chr6:133899581-133899881_4	chr6:133899581-133899881
chr6:133899581-133899881_5	chr6:133899581-133899881
chr6:133899581-133899881_6	chr6:133899581-133899881
chr6:133899581-133899881_7	chr6:133899581-133899881
chr6:133899581-133899881_8	chr6:133899581-133899881
chr6:133899581-133899881_9	chr6:133899581-133899881
chr6:133899581-133899881_10	chr6:133899581-133899881
chr6:149306966-149307266_1	chr6:149306966-149307266
chr6:149306966-149307266_2	chr6:149306966-149307266
chr6:149306966-149307266_3	chr6:149306966-149307266
chr6:149306966-149307266_4	chr6:149306966-149307266
chr6:149306966-149307266_5	chr6:149306966-149307266
chr6:149306966-149307266_6	chr6:149306966-149307266
chr6:149306966-149307266_7	chr6:149306966-149307266
chr6:149306966-149307266_8	chr6:149306966-149307266
chr6:149306966-149307266_9	chr6:149306966-149307266
chr6:149306966-149307266_10	chr6:149306966-149307266
chr6:150949640-150949940_1	chr6:150949640-150949940
chr6:150949640-150949940_2	chr6:150949640-150949940
chr6:150949640-150949940_3	chr6:150949640-150949940
chr6:150949640-150949940_4	chr6:150949640-150949940
chr6:150949640-150949940_5	chr6:150949640-150949940
chr6:150949640-150949940_6	chr6:150949640-150949940
chr6:150949640-150949940_7	chr6:150949640-150949940
chr6:150949640-150949940_8	chr6:150949640-150949940
chr6:150949640-150949940_9	chr6:150949640-150949940
chr6:150949640-150949940_10	chr6:150949640-150949940
chr6:150959216-150959516_1	chr6:150959216-150959516
chr6:150959216-150959516_2	chr6:150959216-150959516
chr6:150959216-150959516_3	chr6:150959216-150959516
chr6:150959216-150959516_4	chr6:150959216-150959516
chr6:150959216-150959516_5	chr6:150959216-150959516
chr6:150959216-150959516_6	chr6:150959216-150959516
chr6:150959216-150959516_7	chr6:150959216-150959516
chr6:150959216-150959516_8	chr6:150959216-150959516
chr6:150959216-150959516_9	chr6:150959216-150959516
chr6:150959216-150959516_10	chr6:150959216-150959516
chr6:160031484-160031784_1	chr6:160031484-160031784
chr6:160031484-160031784_2	chr6:160031484-160031784
chr6:160031484-160031784_3	chr6:160031484-160031784
chr6:160031484-160031784_4	chr6:160031484-160031784
chr6:160031484-160031784_5	chr6:160031484-160031784
chr6:160031484-160031784_6	chr6:160031484-160031784
chr6:160031484-160031784_7	chr6:160031484-160031784
chr6:160031484-160031784_8	chr6:160031484-160031784
chr6:160031484-160031784_9	chr6:160031484-160031784
chr6:160031484-160031784_10	chr6:160031484-160031784
chr7:107506108-107506408_1	chr7:107506108-107506408
chr7:107506108-107506408_2	chr7:107506108-107506408
chr7:107506108-107506408_3	chr7:107506108-107506408
chr7:107506108-107506408_4	chr7:107506108-107506408
chr7:107506108-107506408_5	chr7:107506108-107506408
chr7:107506108-107506408_6	chr7:107506108-107506408
chr7:107506108-107506408_7	chr7:107506108-107506408
chr7:107506108-107506408_8	chr7:107506108-107506408
chr7:107506108-107506408_9	chr7:107506108-107506408
chr7:107506108-107506408_10	chr7:107506108-107506408
chr8:20105754-20106054_1	chr8:20105754-20106054
chr8:20105754-20106054_2	chr8:20105754-20106054
chr8:20105754-20106054_3	chr8:20105754-20106054
chr8:20105754-20106054_4	chr8:20105754-20106054
chr8:20105754-20106054_5	chr8:20105754-20106054
